Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Brighton,64 North Rd,4,h,2700000.0,SP,Nick,19/11/2016,11.2,3186.0,4.0,2.0,2.0,732.0,333.0,1925.0,Bayside,-37.8987,144.9953,Southern Metropolitan,10579.0
Caulfield South,364 Kooyong Rd,4,h,1916000.0,S,Biggin,28/05/2016,9.3,3162.0,4.0,2.0,2.0,630.0,205.0,1910.0,Glen Eira,-37.8894,145.0145,Southern Metropolitan,5051.0
Brunswick,36 Charles St,4,h,1875000.0,S,Jellis,27/06/2016,5.2,3056.0,4.0,2.0,2.0,657.0,207.0,1958.0,Moreland,-37.7725,144.964,Northern Metropolitan,11918.0
Bentleigh East,1002 North Rd,3,h,823000.0,S,C21,18/03/2017,13.9,3165.0,3.0,2.0,2.0,213.0,143.0,2003.0,Glen Eira,-37.9079,145.0707,Southern Metropolitan,10969.0
Carnegie,5/35 Moonya Rd,2,u,585000.0,S,Australian,27/06/2016,11.4,3163.0,2.0,1.0,1.0,108.0,67.0,1970.0,Glen Eira,-37.8973,145.0596,Southern Metropolitan,7822.0
Bentleigh,6 Atkinson St,3,h,1293000.0,S,Buxton,15/10/2016,13.0,3204.0,3.0,1.0,1.0,632.0,108.0,1950.0,Glen Eira,-37.9282,145.0367,Southern Metropolitan,6795.0
Camberwell,532 Burke Rd,4,h,2000000.0,VB,Noel,28/08/2016,7.8,3124.0,4.0,3.0,4.0,697.0,271.0,1980.0,Boroondara,-37.836,145.056,Southern Metropolitan,8920.0
Coburg,24 Webb St,3,h,870000.0,S,Nelson,22/08/2016,7.8,3058.0,3.0,1.0,1.0,371.0,100.0,1980.0,Moreland,-37.735,144.9558,Northern Metropolitan,11204.0
Ashburton,6a Glen Rd,3,h,1662000.0,S,Jellis,14/05/2016,11.0,3147.0,3.0,2.0,2.0,351.0,228.0,2006.0,Boroondara,-37.8742,145.07,Southern Metropolitan,3052.0
Ashburton,63 Dent St,4,h,1800000.0,S,Jellis,25/02/2017,11.0,3147.0,4.0,2.0,4.0,749.0,206.0,1950.0,Boroondara,-37.8669,145.077,Southern Metropolitan,3052.0
Balwyn,36 Narrak Rd,4,h,1800000.0,VB,Marshall,3/09/2016,9.7,3103.0,4.0,2.0,2.0,715.0,218.0,1985.0,Boroondara,-37.811,145.0958,Southern Metropolitan,5682.0
Caulfield North,452 Dandenong Rd,3,h,1750000.0,S,Marshall,3/09/2016,8.1,3161.0,3.0,2.0,2.0,692.0,313.0,1955.0,Glen Eira,-37.8629,145.019,Southern Metropolitan,6923.0
Balwyn,5 Millah Rd,4,h,3270000.0,S,Fletchers,12/11/2016,9.7,3103.0,4.0,2.0,4.0,935.0,241.0,1927.0,Boroondara,-37.8157,145.0795,Southern Metropolitan,5682.0
Brunswick,25 Hardy St,4,h,1500000.0,VB,Nelson,3/12/2016,5.2,3056.0,4.0,3.0,1.0,365.0,209.0,1890.0,Moreland,-37.7624,144.9671,Northern Metropolitan,11918.0
Altona North,25 Allan St,4,h,875000.0,SP,Jas,8/10/2016,11.1,3025.0,3.0,1.0,4.0,559.0,169.0,1965.0,Hobsons Bay,-37.8448,144.8529,Western Metropolitan,5132.0
Altona,2/60 David St,2,h,535600.0,SP,Compton,30/07/2016,13.8,3018.0,2.0,1.0,1.0,154.0,91.0,1996.0,Hobsons Bay,-37.8646,144.8272,Western Metropolitan,5301.0
Camberwell,28 Brinsley Rd,4,h,2650000.0,S,Jellis,3/09/2016,7.8,3124.0,4.0,2.0,1.0,652.0,189.0,1890.0,Boroondara,-37.8286,145.0686,Southern Metropolitan,8920.0
Carnegie,8/54 Moonya Rd,1,u,346000.0,S,Woodards,4/03/2017,11.4,3163.0,1.0,1.0,1.0,60.0,48.0,1970.0,Glen Eira,-37.8965,145.0618,Southern Metropolitan,7822.0
Altona North,2/36 May St,3,h,675000.0,S,hockingstuart,14/05/2016,11.1,3025.0,3.0,2.0,2.0,171.0,109.0,2012.0,Hobsons Bay,-37.8337,144.8554,Western Metropolitan,5132.0
Ascot Vale,2/21 Harold St,2,u,490000.0,VB,Jellis,4/03/2017,5.9,3032.0,2.0,1.0,1.0,423.0,62.0,1970.0,Moonee Valley,-37.7736,144.9015,Western Metropolitan,6567.0
Bentleigh,182 Patterson Rd,3,h,1275000.0,S,Buxton,10/09/2016,13.0,3204.0,3.0,1.0,4.0,758.0,138.0,1960.0,Glen Eira,-37.9267,145.043,Southern Metropolitan,6795.0
Carnegie,2/31 Moonya Rd,2,u,600000.0,SP,Woodards,3/12/2016,11.4,3163.0,2.0,1.0,1.0,73.0,61.0,1970.0,Glen Eira,-37.897,145.0593,Southern Metropolitan,7822.0
Balwyn North,42 Maud St,3,h,1480000.0,PI,Jellis,15/10/2016,9.2,3104.0,3.0,1.0,4.0,605.0,116.0,1950.0,Boroondara,-37.7951,145.0696,Southern Metropolitan,7809.0
Braybrook,25 Errol St,4,h,550000.0,S,Barry,26/07/2016,10.8,3019.0,4.0,2.0,1.0,288.0,160.0,2000.0,Maribyrnong,-37.7775,144.855,Western Metropolitan,3589.0
Caulfield South,30 Cedar St,2,h,1001000.0,S,Biggin,26/07/2016,9.3,3162.0,2.0,2.0,1.0,255.0,85.0,1890.0,Glen Eira,-37.8887,145.0207,Southern Metropolitan,5051.0
Camberwell,1/28 Nevis St,2,u,700000.0,S,Marshall,27/11/2016,7.8,3124.0,2.0,1.0,1.0,631.0,75.0,1970.0,Boroondara,-37.8434,145.08100000000005,Southern Metropolitan,8920.0
Bentleigh,21 Bruce St,3,h,1535000.0,S,Buxton,28/08/2016,13.0,3204.0,2.0,2.0,2.0,572.0,150.0,1930.0,Glen Eira,-37.9148,145.0404,Southern Metropolitan,6795.0
Balwyn North,14 Kawarren St,4,h,1750000.0,S,Kay,4/03/2017,9.2,3104.0,4.0,2.0,2.0,673.0,185.0,1960.0,Boroondara,-37.7856,145.0918,Southern Metropolitan,7809.0
Balwyn,3/94 Balwyn Rd,2,u,1053000.0,S,Fletchers,16/07/2016,9.7,3103.0,2.0,1.0,2.0,231.0,98.0,1985.0,Boroondara,-37.8123,145.0821,Southern Metropolitan,5682.0
Ascot Vale,2/127 Epsom Rd,2,u,610000.0,SP,Brad,16/04/2016,5.9,3032.0,2.0,1.0,1.0,301.0,104.0,1995.0,Moonee Valley,-37.7791,144.914,Western Metropolitan,6567.0
Brunswick West,201 Hope St,2,h,711000.0,S,Nelson,16/04/2016,5.9,3055.0,2.0,1.0,1.0,177.0,87.0,1910.0,Moreland,-37.7619,144.9412,Northern Metropolitan,7082.0
Coburg,19 Audley St,4,h,1136000.0,S,Ray,18/03/2017,7.8,3058.0,4.0,3.0,1.0,420.0,146.0,1920.0,Moreland,-37.7501,144.96200000000005,Northern Metropolitan,11204.0
Airport West,144 Marshall Rd,3,h,715000.0,S,Rendina,18/03/2017,13.5,3042.0,3.0,2.0,2.0,422.0,126.0,1995.0,Moonee Valley,-37.7164,144.8792,Western Metropolitan,3464.0
Burwood,48 Station St,3,h,1160000.0,S,Greg,4/06/2016,11.7,3125.0,3.0,1.0,1.0,786.0,111.0,1950.0,Whitehorse,-37.8525,145.1198,Southern Metropolitan,5678.0
Balwyn,5/14 Parring Rd,2,u,806000.0,S,Noel,3/12/2016,9.7,3103.0,2.0,1.0,1.0,122.0,97.0,1977.0,Boroondara,-37.8124,145.0916,Southern Metropolitan,5682.0
Bentleigh,13 Wood St,4,h,1910000.0,S,hockingstuart,18/06/2016,13.0,3204.0,4.0,2.0,4.0,736.0,284.0,1950.0,Glen Eira,-37.9224,145.0462,Southern Metropolitan,6795.0
Balwyn,13 Naroo St,4,h,1800000.0,PI,Jellis,8/10/2016,9.7,3103.0,3.0,2.0,2.0,577.0,200.0,1948.0,Boroondara,-37.8032,145.0693,Southern Metropolitan,5682.0
Airport West,2/62 Clydesdale Rd,2,u,530000.0,S,Nelson,10/09/2016,13.5,3042.0,2.0,1.0,1.0,120.0,94.0,2012.0,Moonee Valley,-37.7234,144.8792,Western Metropolitan,3464.0
Bulleen,135 Manningham Rd,4,h,1085000.0,PI,Barry,10/12/2016,11.8,3105.0,4.0,2.0,1.0,1124.0,225.0,1960.0,Manningham,-37.7679,145.0958,Eastern Metropolitan,4480.0
Ascot Vale,21 Middle St,3,h,1130000.0,S,Nelson,23/04/2016,5.9,3032.0,3.0,2.0,1.0,272.0,157.0,1900.0,Moonee Valley,-37.7774,144.928,Western Metropolitan,6567.0
Caulfield North,1/13 Narong Rd,2,u,536000.0,S,Gary,25/02/2017,8.1,3161.0,2.0,1.0,1.0,771.0,82.0,1960.0,Glen Eira,-37.8686,145.0239,Southern Metropolitan,6923.0
Balwyn North,15 Ellendale St,3,t,1150000.0,S,Christopher,6/08/2016,9.2,3104.0,3.0,2.0,1.0,207.0,144.0,2003.0,Boroondara,-37.7893,145.092,Southern Metropolitan,7809.0
Albert Park,55 Merton St,3,h,2100000.0,SP,Marshall,23/04/2016,3.3,3206.0,2.0,1.0,1.0,120.0,123.0,1900.0,Port Phillip,-37.8427,144.9546,Southern Metropolitan,3280.0
Bentleigh East,1/112 Tambet St,2,h,742500.0,S,Woodards,12/11/2016,13.9,3165.0,2.0,1.0,1.0,300.0,135.0,1960.0,Glen Eira,-37.9099,145.0726,Southern Metropolitan,10969.0
Canterbury,5 Margaret St,4,h,2620000.0,S,Marshall,7/11/2016,9.0,3126.0,4.0,1.0,1.0,717.0,235.0,1890.0,Boroondara,-37.8266,145.0849,Southern Metropolitan,3265.0
Altona North,1/156 Chambers Rd,3,h,620000.0,SP,Hunter,22/08/2016,11.1,3025.0,5.0,2.0,2.0,276.0,100.0,2010.0,Hobsons Bay,-37.8262,144.8443,Western Metropolitan,5132.0
Bentleigh,13 Horsley St,2,h,910000.0,S,Buxton,22/08/2016,13.0,3204.0,2.0,1.0,2.0,274.0,96.0,1970.0,Glen Eira,-37.9178,145.0413,Southern Metropolitan,6795.0
Ascot Vale,73 Kent St,2,h,760000.0,PI,Nelson,27/06/2016,5.9,3032.0,2.0,1.0,1.0,124.0,77.0,1900.0,Moonee Valley,-37.7807,144.9285,Western Metropolitan,6567.0
Bentleigh East,59 Tambet St,4,t,1160000.0,S,hockingstuart,6/08/2016,13.9,3165.0,3.0,2.0,2.0,321.0,180.0,2006.0,Glen Eira,-37.914,145.0714,Southern Metropolitan,10969.0
Brighton,823 Hampton St,4,h,2475000.0,VB,Marshall,19/11/2016,11.2,3186.0,4.0,2.0,2.0,605.0,274.0,1920.0,Bayside,-37.916,145.0064,Southern Metropolitan,10579.0
Bentleigh,11 Wheatley Rd,4,h,1860000.0,PI,McGrath,12/11/2016,13.0,3204.0,4.0,2.0,3.0,855.0,197.0,1930.0,Glen Eira,-37.9163,145.0324,Southern Metropolitan,6795.0
Bentleigh,1/236 Patterson Rd,3,u,875000.0,S,hockingstuart,3/09/2016,13.0,3204.0,3.0,1.0,2.0,348.0,121.0,1950.0,Glen Eira,-37.9273,145.0479,Southern Metropolitan,6795.0
Alphington,38 Bennett St,4,h,2100000.0,S,Nelson,19/11/2016,6.4,3078.0,4.0,2.0,2.0,575.0,271.0,2008.0,Darebin,-37.7723,145.0319,Northern Metropolitan,2211.0
Carnegie,1/12 Kokaribb Rd,2,u,656000.0,S,Property,18/06/2016,11.4,3163.0,2.0,1.0,1.0,103.0,82.0,1970.0,Glen Eira,-37.8873,145.0559,Southern Metropolitan,7822.0
Brunswick West,171 Union St,3,h,1095000.0,S,Nelson,15/10/2016,5.9,3055.0,3.0,1.0,1.0,411.0,168.0,1935.0,Moreland,-37.7728,144.9478,Northern Metropolitan,7082.0
Bulleen,14 Collins St,3,h,990000.0,PI,Barry,22/08/2016,11.8,3105.0,3.0,1.0,2.0,602.0,175.0,1975.0,Manningham,-37.7674,145.0988,Eastern Metropolitan,4480.0
Ascot Vale,8 Pentland St,3,h,1435000.0,S,Nelson,12/11/2016,5.9,3032.0,3.0,2.0,2.0,532.0,147.0,1950.0,Moonee Valley,-37.7737,144.904,Western Metropolitan,6567.0
Carnegie,3/16 Yendon Rd,3,t,808000.0,S,Gary,25/02/2017,11.4,3163.0,3.0,1.0,1.0,111.0,116.0,1998.0,Glen Eira,-37.8889,145.0495,Southern Metropolitan,7822.0
Bentleigh,43 Godfrey St,5,h,1900000.0,S,Woodards,25/02/2017,13.0,3204.0,5.0,2.0,2.0,567.0,250.0,1926.0,Glen Eira,-37.9144,145.0401,Southern Metropolitan,6795.0
Carlton North,292 Amess St,4,h,1950000.0,S,Nelson,22/05/2016,3.2,3054.0,4.0,2.0,2.0,207.0,162.0,1900.0,Yarra,-37.7804,144.9748,Northern Metropolitan,3106.0
Altona North,45 Hearn St,5,h,1085000.0,S,FN,3/09/2016,11.1,3025.0,5.0,3.0,6.0,592.0,251.0,1965.0,Hobsons Bay,-37.8388,144.8567,Western Metropolitan,5132.0
Coburg,243 Moreland Rd,3,h,1370000.0,S,Ray,4/03/2017,7.8,3058.0,3.0,1.0,1.0,233.0,180.0,1890.0,Moreland,-37.7549,144.9611,Northern Metropolitan,11204.0
Brighton,17 McCallum St,4,h,3695000.0,S,Marshall,3/12/2016,11.2,3186.0,4.0,3.0,2.0,836.0,284.0,1960.0,Bayside,-37.9071,144.9898,Southern Metropolitan,10579.0
Carnegie,78b Miller St,3,u,1008000.0,S,Woodards,7/11/2016,11.4,3163.0,3.0,2.0,1.0,300.0,130.0,1990.0,Glen Eira,-37.8974,145.0539,Southern Metropolitan,7822.0
Airport West,11 Harrington Rd,6,h,725000.0,SP,Barry,7/05/2016,13.5,3042.0,6.0,3.0,2.0,976.0,186.0,1980.0,Moonee Valley,-37.7239,144.8735,Western Metropolitan,3464.0
Carnegie,90 Truganini Rd,4,h,1550000.0,VB,hockingstuart,12/11/2016,11.4,3163.0,4.0,2.0,2.0,757.0,133.0,1930.0,Glen Eira,-37.8925,145.0541,Southern Metropolitan,7822.0
Ascot Vale,1 Bloomfield Rd,3,h,1305000.0,S,Barry,28/05/2016,5.9,3032.0,2.0,1.0,1.0,278.0,166.0,1900.0,Moonee Valley,-37.7768,144.9223,Western Metropolitan,6567.0
Ascot Vale,8 Geddes St,2,h,710000.0,PI,Nelson,4/06/2016,5.9,3032.0,2.0,1.0,1.0,214.0,77.0,1890.0,Moonee Valley,-37.7776,144.9142,Western Metropolitan,6567.0
Burwood,2/32 McIntyre St,3,u,1022500.0,S,Ray,3/12/2016,11.7,3125.0,3.0,2.0,2.0,265.0,130.0,2000.0,Whitehorse,-37.8516,145.1056,Southern Metropolitan,5678.0
Brighton East,299 South Rd,3,h,1590000.0,S,Marshall,8/10/2016,10.7,3187.0,3.0,3.0,2.0,481.0,244.0,2012.0,Bayside,-37.931,145.0198,Southern Metropolitan,6938.0
Balwyn,2/8 Evelina St,4,t,1400000.0,PI,Noel,12/11/2016,9.7,3103.0,4.0,3.0,2.0,241.0,240.0,2009.0,Boroondara,-37.8042,145.1042,Southern Metropolitan,5682.0
Balwyn North,9 Seattle St,4,h,1675000.0,S,Fletchers,18/03/2017,9.2,3104.0,4.0,2.0,2.0,667.0,201.0,1974.0,Boroondara,-37.7835,145.0883,Southern Metropolitan,7809.0
Ascot Vale,52 Monash St,3,h,1425000.0,PI,Jellis,13/08/2016,5.9,3032.0,3.0,2.0,2.0,495.0,139.0,1920.0,Moonee Valley,-37.7821,144.9055,Western Metropolitan,6567.0
Balwyn North,123 Winfield Rd,5,h,1560000.0,S,RT,27/11/2016,9.2,3104.0,5.0,2.0,3.0,845.0,199.0,1980.0,Boroondara,-37.7898,145.1021,Southern Metropolitan,7809.0
Altona North,5 Cresser St,4,h,1200000.0,SP,RT,27/11/2016,11.1,3025.0,4.0,1.0,4.0,633.0,158.0,1960.0,Hobsons Bay,-37.8375,144.8541,Western Metropolitan,5132.0
Brunswick,30 Charles St,4,h,1350000.0,S,Nelson,15/10/2016,5.2,3056.0,4.0,1.0,1.0,370.0,151.0,1940.0,Moreland,-37.7728,144.9639,Northern Metropolitan,11918.0
Bentleigh,4 Daley St,3,h,1370000.0,S,hockingstuart,16/07/2016,13.0,3204.0,3.0,1.0,2.0,624.0,143.0,1950.0,Glen Eira,-37.9256,145.0374,Southern Metropolitan,6795.0
Albert Park,2 Dundas Pl,3,h,2615000.0,S,Cayzer,10/12/2016,3.3,3206.0,3.0,2.0,1.0,177.0,181.0,1880.0,Port Phillip,-37.8415,144.9585,Southern Metropolitan,3280.0
Brighton East,25 Robinson St,4,h,2150000.0,S,Buxton,19/11/2016,10.7,3187.0,4.0,3.0,2.0,614.0,225.0,1970.0,Bayside,-37.9186,145.0175,Southern Metropolitan,6938.0
Camberwell,9 Derby St,5,h,2250000.0,PI,Marshall,28/08/2016,7.8,3124.0,5.0,5.0,1.0,639.0,453.0,2010.0,Boroondara,-37.8303,145.0668,Southern Metropolitan,8920.0
Camberwell,9/43 Inglesby Rd,2,u,615000.0,S,Noel,4/06/2016,7.8,3124.0,2.0,1.0,1.0,1107.0,68.0,1960.0,Boroondara,-37.8347,145.05700000000004,Southern Metropolitan,8920.0
Bulleen,14 Kandanga Gr,3,h,1075000.0,S,Jellis,12/11/2016,11.8,3105.0,3.0,1.0,1.0,604.0,96.0,1960.0,Manningham,-37.7711,145.0928,Eastern Metropolitan,4480.0
Balwyn,3/3 Iramoo St,3,t,1367000.0,S,Jellis,10/12/2016,9.7,3103.0,3.0,2.0,2.0,219.0,164.0,2003.0,Boroondara,-37.8125,145.0849,Southern Metropolitan,5682.0
Ashburton,69 Albion Rd,3,h,1670000.0,S,Jellis,3/12/2016,11.0,3147.0,3.0,2.0,2.0,599.0,220.0,1930.0,Boroondara,-37.8673,145.0688,Southern Metropolitan,3052.0
Camberwell,89 Radnor St,3,h,1987000.0,S,Jellis,4/06/2016,7.8,3124.0,3.0,2.0,2.0,706.0,164.0,1960.0,Boroondara,-37.8457,145.0611,Southern Metropolitan,8920.0
Ashburton,16a Nicholas St,3,h,1100000.0,PI,Marshall,8/10/2016,11.0,3147.0,3.0,3.0,2.0,276.0,178.0,2004.0,Boroondara,-37.8699,145.0778,Southern Metropolitan,3052.0
Airport West,154 Halsey Rd,3,t,840000.0,PI,Nelson,3/09/2016,13.5,3042.0,3.0,2.0,1.0,303.0,225.0,2016.0,Moonee Valley,-37.718,144.878,Western Metropolitan,3464.0
Camberwell,1/3 Crescent Rd,2,u,667000.0,S,Woodards,27/06/2016,7.8,3124.0,2.0,1.0,1.0,83.0,81.0,1960.0,Boroondara,-37.8355,145.0633,Southern Metropolitan,8920.0
Bentleigh,1/7 Uonga Rd,2,u,820000.0,S,hockingstuart,19/11/2016,13.0,3204.0,2.0,1.0,3.0,336.0,109.0,1960.0,Glen Eira,-37.929,145.0375,Southern Metropolitan,6795.0
Brighton East,27 Arnold Rd,4,h,2200000.0,PI,Buxton,18/06/2016,10.7,3187.0,4.0,2.0,2.0,654.0,286.0,2000.0,Bayside,-37.9292,145.0236,Southern Metropolitan,6938.0
Braybrook,2B Bradford Ct,3,t,579000.0,S,Sweeney,19/11/2016,10.8,3019.0,3.0,2.0,1.0,198.0,144.0,2013.0,Maribyrnong,-37.7827,144.8625,Western Metropolitan,3589.0
Ascot Vale,125 Epsom Rd,4,h,1100000.0,VB,Nelson,15/10/2016,5.9,3032.0,4.0,2.0,5.0,559.0,195.0,1920.0,Moonee Valley,-37.7791,144.9136,Western Metropolitan,6567.0
Burwood,2a Iris St,2,h,633000.0,S,Noel,14/05/2016,11.7,3125.0,2.0,1.0,1.0,276.0,92.0,1965.0,Whitehorse,-37.8454,145.0971,Southern Metropolitan,5678.0
Balwyn North,43 Helston St,4,h,1530000.0,PI,hockingstuart,27/06/2016,9.2,3104.0,4.0,2.0,2.0,701.0,198.0,1960.0,Boroondara,-37.7839,145.0954,Southern Metropolitan,7809.0
Ascot Vale,7 Francis St,3,h,1380000.0,SP,Nelson,4/03/2017,5.9,3032.0,3.0,2.0,2.0,277.0,174.0,1910.0,Moonee Valley,-37.7777,144.9221,Western Metropolitan,6567.0
Bulleen,13 Montgomery Pl,3,h,990000.0,PI,Barry,6/08/2016,11.8,3105.0,3.0,2.0,1.0,585.0,180.0,1950.0,Manningham,-37.7689,145.099,Eastern Metropolitan,4480.0
Brighton,120 Cole St,4,h,2145000.0,S,Buxton,7/05/2016,11.2,3186.0,3.0,2.0,1.0,550.0,197.0,1910.0,Bayside,-37.8954,145.0017,Southern Metropolitan,10579.0
Bentleigh East,3 Forrest St,3,h,1200000.0,S,Woodards,25/02/2017,13.9,3165.0,3.0,1.0,1.0,640.0,120.0,1960.0,Glen Eira,-37.916,145.0776,Southern Metropolitan,10969.0
Altona North,6 Hill St,3,h,815000.0,S,hockingstuart,25/02/2017,11.1,3025.0,3.0,2.0,3.0,555.0,130.0,1960.0,Hobsons Bay,-37.8318,144.8388,Western Metropolitan,5132.0
Bentleigh East,26 Almurta Rd,3,h,1200000.0,S,hockingstuart,17/09/2016,13.9,3165.0,3.0,1.0,1.0,721.0,120.0,1970.0,Glen Eira,-37.9244,145.0665,Southern Metropolitan,10969.0
Bentleigh East,25 Connie St,5,h,950000.0,VB,Woodards,7/05/2016,13.9,3165.0,5.0,2.0,4.0,618.0,146.0,1950.0,Glen Eira,-37.9209,145.0757,Southern Metropolitan,10969.0
Alphington,4/2 Miller St,2,t,805000.0,S,Miles,12/11/2016,6.4,3078.0,2.0,2.0,3.0,155.0,140.0,2004.0,Darebin,-37.7804,145.0308,Northern Metropolitan,2211.0
Brighton East,9a Elizabeth St,3,h,1355000.0,S,C21,15/10/2016,10.7,3187.0,3.0,1.0,2.0,759.0,151.0,1930.0,Bayside,-37.9057,145.0166,Southern Metropolitan,6938.0
Bentleigh East,11 Moylan St,4,h,1690000.0,S,Gary,17/09/2016,13.9,3165.0,4.0,2.0,2.0,700.0,165.0,1950.0,Glen Eira,-37.9117,145.0534,Southern Metropolitan,10969.0
Airport West,174 Parer Rd,2,h,675000.0,S,Barry,16/07/2016,13.5,3042.0,2.0,1.0,1.0,612.0,100.0,1975.0,Moonee Valley,-37.7187,144.8765,Western Metropolitan,3464.0
Balwyn,112 Belmore Rd,5,h,2570000.0,PI,RT,3/12/2016,9.7,3103.0,5.0,3.0,2.0,715.0,420.0,2009.0,Boroondara,-37.8028,145.0768,Southern Metropolitan,5682.0
Balwyn North,3/48 Alpha St,2,u,1040000.0,S,Fletchers,24/09/2016,9.2,3104.0,2.0,1.0,1.0,250.0,112.0,1995.0,Boroondara,-37.7996,145.0959,Southern Metropolitan,7809.0
Brunswick,35 Percy St,2,h,705000.0,S,Chambers,23/04/2016,5.2,3056.0,2.0,1.0,1.0,161.0,68.0,1910.0,Moreland,-37.7646,144.9586,Northern Metropolitan,11918.0
Coburg,105 Moreland Rd,3,h,812000.0,S,Nicholson,8/10/2016,7.8,3058.0,3.0,1.0,1.0,370.0,130.0,1930.0,Moreland,-37.7561,144.9718,Northern Metropolitan,11204.0
Braybrook,80 South Rd,4,h,610000.0,VB,Biggin,17/09/2016,10.8,3019.0,4.0,2.0,1.0,283.0,154.0,1990.0,Maribyrnong,-37.7908,144.8485,Western Metropolitan,3589.0
Coburg,1e The Avenue,3,h,763000.0,S,Woodards,14/05/2016,7.8,3058.0,3.0,2.0,1.0,107.0,110.0,1994.0,Moreland,-37.7517,144.963,Northern Metropolitan,11204.0
Clifton Hill,66 Noone St,2,h,780000.0,S,Harrington,4/06/2016,3.4,3068.0,2.0,1.0,1.0,155.0,85.0,1880.0,Yarra,-37.7934,144.9922,Northern Metropolitan,2954.0
Caulfield South,393 North Rd,3,h,1200000.0,S,hockingstuart,25/02/2017,9.3,3162.0,3.0,2.0,2.0,494.0,135.0,1920.0,Glen Eira,-37.9027,145.0322,Southern Metropolitan,5051.0
Airport West,10 Hilbert Rd,3,h,685000.0,S,Barry,22/05/2016,13.5,3042.0,3.0,1.0,1.0,579.0,113.0,1975.0,Moonee Valley,-37.7226,144.8733,Western Metropolitan,3464.0
Braybrook,20 Balmoral St,3,h,730000.0,S,Barry,11/03/2017,10.8,3019.0,3.0,2.0,2.0,544.0,135.0,1970.0,Maribyrnong,-37.7815,144.855,Western Metropolitan,3589.0
Brunswick,141 Gold St,2,h,845500.0,S,Nelson,7/05/2016,5.2,3056.0,2.0,1.0,1.0,179.0,90.0,1890.0,Moreland,-37.7742,144.9542,Northern Metropolitan,11918.0
Bentleigh East,7 England St,4,h,1352000.0,S,hockingstuart,16/07/2016,13.9,3165.0,4.0,2.0,2.0,618.0,196.0,1950.0,Glen Eira,-37.9252,145.0562,Southern Metropolitan,10969.0
Ashwood,4 Teck St,2,h,1110000.0,S,Fletchers,24/09/2016,12.2,3147.0,2.0,1.0,1.0,586.0,86.0,1950.0,Monash,-37.8683,145.1082,Southern Metropolitan,2894.0
Brunswick,26 Warburton St,3,h,1340000.0,S,Nelson,27/11/2016,5.2,3056.0,3.0,1.0,1.0,316.0,132.0,1910.0,Moreland,-37.7741,144.9703,Northern Metropolitan,11918.0
Bentleigh East,23 York St,4,h,1035000.0,PI,First,16/04/2016,13.9,3165.0,3.0,1.0,2.0,610.0,160.0,1950.0,Glen Eira,-37.9193,145.0691,Southern Metropolitan,10969.0
Ascot Vale,120 Epsom Rd,3,h,970000.0,S,Brad,7/05/2016,5.9,3032.0,3.0,1.0,2.0,350.0,125.0,1904.0,Moonee Valley,-37.7759,144.91,Western Metropolitan,6567.0
Balwyn,2/30 Kalimna St,2,u,755000.0,PI,Noel,19/11/2016,9.7,3103.0,2.0,1.0,1.0,213.0,92.0,1980.0,Boroondara,-37.8092,145.0789,Southern Metropolitan,5682.0
Brunswick,411 Barkly St,2,h,945000.0,S,Jellis,30/07/2016,5.2,3056.0,2.0,1.0,2.0,246.0,103.0,1910.0,Moreland,-37.775,144.9536,Northern Metropolitan,11918.0
Ashburton,5 Taylor St,4,h,1860000.0,S,Jellis,27/11/2016,11.0,3147.0,4.0,2.0,3.0,696.0,274.0,2000.0,Boroondara,-37.8711,145.0746,Southern Metropolitan,3052.0
Armadale,3/769 High St,3,t,1101000.0,S,Jellis,27/11/2016,6.3,3143.0,3.0,1.0,2.0,103.0,3.0,2000.0,Stonnington,-37.8542,145.0135,Southern Metropolitan,4836.0
Bentleigh East,8 Marlborough St,3,h,1320000.0,S,Buxton,28/08/2016,13.9,3165.0,3.0,1.0,1.0,593.0,94.0,1950.0,Glen Eira,-37.9178,145.067,Southern Metropolitan,10969.0
Braybrook,80 South Rd,4,h,645000.0,SP,Biggin,7/11/2016,10.8,3019.0,4.0,2.0,1.0,283.0,154.0,1990.0,Maribyrnong,-37.7908,144.8485,Western Metropolitan,3589.0
Box Hill,22 William St,3,h,1500000.0,SP,Ray,15/10/2016,13.1,3128.0,3.0,1.0,2.0,664.0,106.0,1930.0,Whitehorse,-37.8235,145.1276,Eastern Metropolitan,4605.0
Caulfield,30 Pyne St,4,h,131000.0,PI,Rodney,25/02/2017,8.9,3162.0,4.0,1.0,2.0,499.0,155.0,1920.0,Glen Eira,-37.8864,145.0242,Southern Metropolitan,2379.0
Balwyn North,153 Doncaster Rd,3,h,1500000.0,PI,Jellis,3/09/2016,9.2,3104.0,3.0,2.0,1.0,778.0,154.0,1950.0,Boroondara,-37.7939,145.0789,Southern Metropolitan,7809.0
Bentleigh East,790 North Rd,5,h,1600000.0,S,Buxton,16/07/2016,13.9,3165.0,4.0,2.0,2.0,659.0,315.0,1930.0,Glen Eira,-37.906,145.0547,Southern Metropolitan,10969.0
Coburg,155 Nicholson St,3,h,825000.0,S,Ray,23/04/2016,7.8,3058.0,3.0,1.0,2.0,577.0,131.0,1920.0,Moreland,-37.7459,144.9773,Northern Metropolitan,11204.0
